"uniquekeys","statelgafac","statecodes","lgacodes","distrcodes","facnames","addresss","questnums","reasons","designats","designats_2","ifotherspe","gender","age","educations","whoemploye","n15other","gradelevel","curgrade","primaryhea","workfacs","previously","indigene","farawayfac","time","time_2","gettowork","n116oth","havespouse","living","howfar","pays","n211oth","monthsal","months","salarylate","healthcare","medicines","schooling","housing","food","supplement","agric","petty","clinic","home","sellmed","other","n217oth","week","services","health","vacntime","vacnday","vacwdecide","arintime","arinday","ariwdecide","diatime","dianday","diawdecide","malntime","malnday","malwdecide","nutntime","nutnday","nutwdecide","matntime","matnday","matwdecide","fpntime","fpnday","fpwdecided","drugntime","drugnday","drugwdecid","stintime","stinday","stiwdecide","othntime","othnday","othwdecide","n221oth","days","outp","deliveries","inp","imm","antenatals","family","educa","inspection","laborators","admin","nonhealth","equipment","staffass","strike","strikelast","criterion","peoplelivi","house","bicycle","motorbike","car","boat","toilet","n314oth","purpose","times","discussed","referred","seeing","training","consider","attend","worker","diagnosis","tell","adjust","send","staffmeets","advice","whatother","n4111oth","notapplic","opinion","opinion_2","n4112oth","engaging","engaging_2","engaging_3","n4113oth","recstatus","salnopay"
530,21006,2,10,"C1",6,"ADENIJI ADELE STREET",31,1.79769313486232e+308,9,8,"",1,40,2,2,"",3,3,10,2,0,2,0,0.119999997317791,0.199999988079071,1,"",1,1,1.79769313486232e+308,3,"",10000,11,11,1,1,2,2,2,1,1,2,2,2,2,2,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,6,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,10,4,2,2,1,2,3,1.79769313486232e+308,2,2,2,2,1,4,1,4,0,1.79769313486232e+308,2,2,2,2,2,2,"",2,2,2,"",3,3,2,"",1,1
531,21012,2,10,"SURA PHC",12,"SURA SIMPSON STREET LAGOS",32,1.79769313486232e+308,2,2,"",2,48,4,2,"",7,13,20,0,0,2,5,1,1,5,"",1,1,1.79769313486232e+308,3,"",30000,10,2,2,2,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",6,1,1,1,1,1,1,1,2,2,2,2,1,1,2,0,1,4,3,2,2,1,2,3,1.79769313486232e+308,1,3,0,1.79769313486232e+308,2,2,1,50,0,2,2,1,2,2,2,2,"",2,1,1,"",3,3,2,"",1,2
532,21012,2,10,"EPETEDO DISTRICT",12,"SUARA SIMPSON STREET",33,1.79769313486232e+308,5,5,"",2,48,3,2,"",2,8,28,28,0,2,13,3,3,4,"",1,1,1.79769313486232e+308,3,"",15000,10,2,2,2,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,2,2,1,2,2,2,2,2,1,2,0,1,6,3,2,2,2,2,3,1.79769313486232e+308,1,0,2,0,2,1,1,10,3,1,1,1,1,2,2,2,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,2
533,21015,2,10,"WARD F2",15,"CITY HALL, LAGOS",34,1.79769313486232e+308,8,8,"",1,46,3,2,"",3,6,10,9,0,1,4,0.25,0.416666656732559,4,"",1,1,1.79769313486232e+308,3,"",15000,11,1,2,2,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,7,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,7,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1.79769313486232e+308,1,6,1,2,2,2,2,3,1.79769313486232e+308,2,0,6,5,2,1,1,10,0,2,2,2,2,2,2,1,"",2,5,5,"",3,3,2,"",1,1
534,21008,2,10,"WARD G1",8,"22 DUMARE STREET LAGOS",35,1.79769313486232e+308,5,5,"",2,44,3,1,"",4,8,21,0,0,2,5,1,1,4,"",1,1,1.79769313486232e+308,3,"",20000,11,1,2,2,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,2,2,1,2,2,2,2,2,1,2,0,1,6,2,2,2,1,2,3,1.79769313486232e+308,1,0,5,0,2,1,1,13,0,4,1,2,1,1,1,1,"",1.79769313486232e+308,5,5,"",3,3,2,"",1,1
535,21008,2,10,"WARD G1",8,"22 DUMARE STREET LAGOS",36,1.79769313486232e+308,9,8,"",2,36,2,2,"",3,3,10,5,0,2,2,0.150000005960464,0.25,4,"",1,1,1.79769313486232e+308,3,"",9920,11,1,2,2,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,1,2,1,2,2,2,2,3,1.79769313486232e+308,1,0,0,0,2,1,1,10,0,5,1,1,2,2,1,2,"",1.79769313486232e+308,6,1,"NAGGING",3,3,2,"",1,1
536,21008,2,10,"WARD G1",8,"22 DUMARE STREET LAGOS",37,1.79769313486232e+308,6,6,"",1,29,2,2,"",3,3,10,0,0,2,4,0.449999988079071,0.75,5,"",1,1,1.79769313486232e+308,2,"",9920,11,1,2,2,2,1,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,7,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,3,1,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,1,3,1,2,2,2,2,3,1.79769313486232e+308,1,2,0,0,1,2,1,6,0,1,2,1,2,2,2,2,"",2,5,5,"",3,3,2,"",1,1
537,21007,2,10,"WARD E1",7,"ANIKANTAMO/ADENIJI ADELE",38,1.79769313486232e+308,9,8,"",2,35,2,2,"",3,3,10,2,0,1,1,0.100000001490116,0.16666667163372,4,"",1,1,1.79769313486232e+308,3,"",9920,11,11,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,0,3,8,3,2,2,2,2,3,1.79769313486232e+308,1,0,0,0,1,4,2,12,0,5,2,1,2,1,2,1.79769313486232e+308,"",1.79769313486232e+308,2,2,"",3,3,2,"",1,1
538,21007,2,10,"WARD E",7,"ANIKANTAMO/ADENIJI ADELE",39,1.79769313486232e+308,5,5,"",2,53,3,2,"",3,8,10,0,0,1,10,0.300000011920929,0.5,4,"",1,1,1.79769313486232e+308,3,"",22100,11,11,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,9,3,1,2,3,1,3,3,1,3,3,1,3,3,1,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",6,1,2,2,1,2,2,1,1,2,1,2,2,1,1,0,1,5,1,1,2,2,2,3,1.79769313486232e+308,1,0,0,0,2,2,1,12,1,2,2,1,2,1,2,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",6,6,3,"",1,1
539,21007,2,10,"WARD C1",7,"ANIKANTAMO/ADENIJI ADELE",40,1.79769313486232e+308,9,8,"",1,33,2,2,"",2,2,10,3,0,1,1,0.100000001490116,0.16666667163372,1,"",1,1,1.79769313486232e+308,3,"",9920,11,11,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,2,2,2,1,2,2,1,2,2,2,2,0,3,4,1,1,2,2,2,3,1.79769313486232e+308,1,0,0,0,1,1,1,0,0,5,2,1,2,1,2,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",6,6,3,"",1,1
540,21007,2,10,"WARD E1",7,"ANIKANTAMO/ADENIJI ADELE",41,1.79769313486232e+308,6,6,"",1,33,3,2,"",3,3,10,0,0,1,1,0.100000001490116,0.16666667163372,4,"",1,1,1.79769313486232e+308,3,"",11420,11,11,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,2,0,3,6,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,2,2,1,2,2,1,1,2,1,1,0,3,5,1,2,2,2,2,3,1.79769313486232e+308,1,0,0,0,1,6,1,12,1,2,2,1,2,1,1,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,1
541,21013,2,10,"WARD  A1",13,"11/13 GEORGE SALVAGE STR",42,1.79769313486232e+308,7,7,"",2,34,3,1,"",7,9,8,2,1,2,40,2,2,4,"",1,1,1.79769313486232e+308,3,"",24500,10,10,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,2,2,2,1,1,2,1,1,2,1,2,0,3,5,2,2,2,2,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,0,1.79769313486232e+308,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,6,1,"BEING HARSH",3,3,2,"",1,2
542,21013,2,10,"WARD A",13,"11/13 GEORGE SALVAGE STR",43,1.79769313486232e+308,7,7,"",1,35,3,1,"",8,8,3,3,0,2,7,0.400000005960464,0.666666686534882,4,"",1,1,1.79769313486232e+308,3,"",22000,10,10,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,7,3,"",5,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,3,3,1,2,2,2,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,6,1,"HOSTILITY TO PATIENT",3,3,2,"",1,2
543,21013,2,10,"WARD  A",13,"11/13 GEORGE SALVAGE STR",44,1.79769313486232e+308,7,7,"",2,33,3,1,"",8,8,3,2,0,2,20,1,1,4,"",1,1,1.79769313486232e+308,3,"",22000,10,10,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,3,5,3,2,2,2,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,0,1.79769313486232e+308,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,6,1,"SHOUTING AT PATIENT",3,3,2,"",1,2
544,21003,2,10,"ISALE EKO DISTRICT",3,"130 ADENIJI ADELE STREET",45,1.79769313486232e+308,9,8,"",2,30,2,2,"",2,9,9,3,0,1,3,0.300000011920929,0.5,4,"",1,1,1.79769313486232e+308,3,"",23000,11,1,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,14,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,1,3,1,1,2,2,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1,10,0,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1,"",3,3,2,"",1,1
545,21009,2,10,"WARD E2",9,"MASSEY STREET",46,1.79769313486232e+308,5,5,"",2,39,3,2,"",5,8,10,0,1.79769313486232e+308,1,50,2,2,4,"",1,1,1.79769313486232e+308,3,"",22500,11,11,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,2,0,2,6,3,1,3,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,8,3,2,2,1,2,3,1.79769313486232e+308,1,0,0,1.79769313486232e+308,2,1,1,3,1.79769313486232e+308,5,2,2,2,2,2,2,"",2,1,1,"",3,3,2,"",1,1
546,21009,2,10,"WARD E2",9,"MASSEY STREET",47,1.79769313486232e+308,9,8,"",1,32,2,2,"",3,3,10,0,0,1,10,1,1,4,"",1,1,1.79769313486232e+308,3,"",9920,11,10,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1.79769313486232e+308,3,3,1,2,2,2,2,3,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,1,3,0,5,2,2,2,2,2,2,"",2,1,1,"",3,3,2,"",1,1
547,21009,2,10,"WARD E2",9,"MASSEY STREET",48,1.79769313486232e+308,6,6,"",2,37,2,2,"",2,3,10,0,0,1,30,2,2,4,"",1,1,1.79769313486232e+308,3,"",9920,10,10,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,4,2,2,2,2,2,3,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,1,3,1.79769313486232e+308,1,2,2,2,2,2,2,"",2,1,1,"",3,3,2,"",1,2
548,21001,2,10,"FAJI 2",1,"MASSY STREET LAGOS ISLAND",49,1.79769313486232e+308,5,5,"COMM.HEAL",1,32,3,2,"",3,3,10,0,0,2,0,0.0500000007450581,0.0833333358168602,1,"",2,1.79769313486232e+308,1.79769313486232e+308,3,"",9900,12,5,1,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,5,2,2,2,2,2,3,1.79769313486232e+308,1,1.79769313486232e+308,4,3,2,3,1,100,0,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,1,"",4,4,2,"",1,0
